City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,College,US,2021-09-19 04:10:52,64.8569,-147.8028,42.46,57,75,3.44
296,Cockburn Town,TC,2021-09-19 04:10:53,21.4612,-71.1419,82.45,71,1,16.53
297,Puerto Madryn,AR,2021-09-19 04:10:53,-42.7692,-65.0385,53.22,56,36,6.87
298,Marzuq,YE,2021-09-19 04:10:54,14.4,46.4667,84.22,20,87,5.61
299,Tarko-Sale,RU,2021-09-19 04:10:54,64.9225,77.785,40.3,85,98,15.73
300,Castro,BR,2021-09-19 04:10:55,-24.7911,-50.0119,62.64,90,34,2.57
301,Biak,ID,2021-09-19 04:10:55,-0.9131,122.8766,80.87,67,100,5.06
302,Dharmanagar,IN,2021-09-19 04:10:56,24.3667,92.1667,80.67,88,97,2.37
303,Kaminskiy,RU,2021-09-19 04:10:56,57.1516,41.4732,34.43,78,100,5.19
304,Arlit,NE,2021-09-19 04:10:57,18.7369,7.3853,86.95,12,2,3.33
305,Phuthaditjhaba,ZA,2021-09-19 04:10:57,-28.5242,28.8158,46.94,65,2,3.38
306,Kolondieba,ML,2021-09-19 04:10:58,11.0882,-6.8926,74.05,85,97,2.66
307,Marsh Harbour,BS,2021-09-19 04:10:59,26.5412,-77.0636,82.58,70,38,6.02
308,Svetlaya,RU,2021-09-19 04:10:59,46.5389,138.3297,59.41,46,100,4.29
309,Lodwar,KE,2021-09-19 04:11:00,3.1191,35.5973,77.7,64,84,4.16
310,Benguela,AO,2021-09-19 04:11:00,-12.5763,13.4055,70.48,84,97,3.69
311,Poum,NC,2021-09-19 04:11:01,-20.2333,164.0167,71.17,64,1,7.16
312,Aqtobe,KZ,2021-09-19 04:11:01,50.2797,57.2072,41.09,70,0,8.95
313,Leua,SK,2021-09-19 04:11:02,48.2156,18.6071,56.5,91,26,4.43
314,Kassala,SD,2021-09-19 04:11:02,15.451,36.4,77.32,77,94,8.95
315,Albino,IT,2021-09-19 04:11:03,45.7638,9.7964,65.53,97,40,3.44
316,Ovsyanka,RU,2021-09-19 04:11:03,55.9575,92.5519,54.57,62,100,3.33
317,Chaiyaphum,TH,2021-09-19 04:11:04,15.75,102.0,88.61,60,69,4.74
318,Merrill,US,2021-09-19 04:11:04,45.1805,-89.6835,60.57,77,1,5.75
319,Hovd,MN,2021-09-19 04:11:05,48.0056,91.6419,67.69,24,0,5.91
320,Pachino,IT,2021-09-19 04:09:11,36.7186,15.0907,75.6,78,3,7.56
321,Imbituba,BR,2021-09-19 04:11:06,-28.24,-48.6703,67.89,97,89,5.37
322,Harper,LR,2021-09-19 04:11:06,4.375,-7.7169,76.77,86,68,7.38
323,Chunhuhub,MX,2021-09-19 04:11:07,19.55,-88.6833,74.25,93,16,2.93
324,Otjimbingwe,NA,2021-09-19 04:11:07,-22.35,16.1333,61.07,27,0,1.28
325,Preston,GB,2021-09-19 04:06:44,53.7667,-2.7167,62.35,3,100,4.41
326,Baykit,RU,2021-09-19 04:11:08,61.67,96.37,50.0,75,89,4.0
327,Marrakesh,MA,2021-09-19 04:11:09,31.6315,-8.0083,66.27,82,0,5.75
328,Gat,IL,2021-09-19 04:11:09,31.61,34.7642,72.39,68,0,3.87
329,Tautira,PF,2021-09-19 04:11:09,-17.7333,-149.15,75.22,80,60,19.37
330,Dabat,ET,2021-09-19 04:11:10,12.9842,37.765,55.58,82,97,2.21
331,Arica,CL,2021-09-19 04:10:16,-18.475,-70.3042,59.23,77,90,6.91
332,Nisia Floresta,BR,2021-09-19 04:11:11,-6.0911,-35.2086,74.21,86,6,7.74
333,Suntar,RU,2021-09-19 04:11:11,62.1444,117.6319,46.8,44,34,4.05
334,Namibe,AO,2021-09-19 04:11:12,-15.1961,12.1522,59.7,87,9,2.64
335,Flinders,AU,2021-09-19 04:11:12,-34.5833,150.8552,74.21,36,3,8.01
336,West Helena,US,2021-09-19 04:07:02,34.5507,-90.6418,72.81,98,17,6.98
337,Naze,JP,2021-09-19 04:11:13,28.3667,129.4833,80.4,66,12,4.14
338,Emerald,AU,2021-09-19 04:11:14,-23.5333,148.1667,84.24,31,1,9.24
339,Inndyr,NO,2021-09-19 04:11:14,67.0338,14.0276,48.94,68,100,9.24
340,Ko Samui,TH,2021-09-19 04:11:13,9.5357,99.9357,82.17,77,99,13.0
341,Morro Agudo,BR,2021-09-19 04:07:29,-20.7314,-48.0578,77.02,29,95,2.91
342,Toora-Khem,RU,2021-09-19 04:11:15,52.4675,96.11,63.7,47,9,4.21
343,Takoradi,GH,2021-09-19 04:11:16,4.8845,-1.7554,74.25,93,98,5.1
344,Tampayan,PH,2021-09-19 04:11:17,12.4794,122.5231,82.53,78,99,7.61
345,Raudeberg,NO,2021-09-19 04:11:17,61.9875,5.1352,56.07,84,91,7.83
346,Omaruru,NA,2021-09-19 04:11:18,-21.4333,15.9333,58.59,29,0,4.92
347,Santa Barbara,US,2021-09-19 04:09:12,34.7333,-120.0343,53.78,81,1,6.91
348,Mackay,AU,2021-09-19 04:11:19,-21.15,149.2,79.05,59,8,12.86
349,Bahia Blanca,AR,2021-09-19 04:11:19,-38.7196,-62.2724,53.87,89,19,1.5
350,Mao,ES,2021-09-19 04:11:20,39.8885,4.2658,72.16,88,75,9.22
351,Nizhniy Tsasuchey,RU,2021-09-19 04:11:20,50.5167,115.1333,59.23,50,7,8.46
352,Saint-Pierre,RE,2021-09-19 04:11:21,-21.3393,55.4781,73.04,82,90,5.75
353,Eureka,US,2021-09-19 04:11:17,40.8021,-124.1637,61.66,74,81,4.79
354,Casablanca,MA,2021-09-19 04:11:22,33.5928,-7.6192,70.02,71,0,3.67
355,Ponta Do Sol,PT,2021-09-19 04:11:22,32.6667,-17.1,72.23,68,13,6.49
356,Saint-Joseph,RE,2021-09-19 04:11:22,-21.3667,55.6167,71.96,68,94,12.95
357,Shimoda,JP,2021-09-19 04:11:23,34.6667,138.95,82.51,73,93,18.39
358,Mandera,KE,2021-09-19 04:11:23,3.9366,41.867,77.0,59,6,13.02
359,Margate,GB,2021-09-19 04:11:24,51.3813,1.3862,60.51,90,100,9.19
360,Te Anau,NZ,2021-09-19 04:11:25,-45.4167,167.7167,44.47,94,100,4.41
361,Mocuba,MZ,2021-09-19 04:11:25,-16.8392,36.9856,68.25,78,89,5.39
362,Zakopane,PL,2021-09-19 04:11:08,49.299,19.9489,47.73,99,100,1.01
363,Sharjah,AE,2021-09-19 04:07:20,25.3573,55.4033,93.25,35,0,5.75
364,Port Hedland,AU,2021-09-19 04:11:26,-20.3167,118.5667,93.25,10,1,12.66
365,Lorengau,PG,2021-09-19 04:11:26,-2.0226,147.2712,84.63,70,74,7.49
366,Porto Santo,PT,2021-09-19 04:11:27,33.072,-16.3415,71.51,68,75,11.5
367,Petropavlovka,RU,2021-09-19 04:11:27,50.6114,105.3196,65.84,59,7,2.06
368,Belz,FR,2021-09-19 04:11:28,47.6751,-3.168,59.22,91,67,9.62
369,Coquimbo,CL,2021-09-19 04:09:18,-29.9533,-71.3436,51.53,93,0,1.14
370,Kurmanayevka,RU,2021-09-19 04:11:29,52.5093,52.0675,40.95,66,57,5.88
371,Bulalacao,PH,2021-09-19 04:11:29,12.3254,121.3435,85.19,70,46,12.97
372,Puerto Colombia,CO,2021-09-19 04:08:25,10.9878,-74.9547,82.49,83,29,22.64
373,Todos Santos,MX,2021-09-19 04:11:30,23.45,-110.2167,83.01,87,76,4.63
374,Ponta Delgada,PT,2021-09-19 04:10:32,37.7333,-25.6667,66.92,72,20,6.91
375,Los Llanos De Aridane,ES,2021-09-19 04:11:30,28.6585,-17.9182,69.55,77,0,10.36
376,Pitimbu,BR,2021-09-19 04:11:31,-7.4706,-34.8086,72.19,75,15,10.96
377,Nasirabad,IN,2021-09-19 04:09:06,26.3,74.7333,80.47,75,17,6.31
378,Alice Springs,AU,2021-09-19 04:11:31,-23.7,133.8833,78.35,27,75,11.5
379,Olafsvik,IS,2021-09-19 04:11:32,64.8945,-23.7142,47.25,73,90,13.73
380,Hasaki,JP,2021-09-19 04:11:32,35.7333,140.8333,77.4,68,96,24.14
381,Wajima,JP,2021-09-19 04:11:33,37.4,136.9,74.57,63,99,17.34
382,Moron,AR,2021-09-19 04:11:33,-34.6534,-58.6198,61.0,94,75,3.0
383,Bazpur,IN,2021-09-19 04:11:34,29.15,79.1167,84.47,71,0,4.94
384,Bubaque,GW,2021-09-19 04:11:34,11.2833,-15.8333,80.26,76,100,10.87
385,Maragogi,BR,2021-09-19 04:11:35,-9.0122,-35.2225,72.64,78,12,5.23
386,Beipiao,CN,2021-09-19 04:11:36,41.7919,120.7792,72.21,47,100,4.21
387,Marsa Matruh,EG,2021-09-19 04:11:36,31.3525,27.2453,75.7,82,0,7.61
388,Mayumba,GA,2021-09-19 04:11:37,-3.432,10.6554,74.03,86,95,5.26
389,Chimbarongo,CL,2021-09-19 04:11:37,-34.7,-71.05,43.68,93,9,3.51
390,Vila Velha,BR,2021-09-19 04:11:38,-20.3297,-40.2925,73.35,78,0,9.22
391,Smiltene,LV,2021-09-19 04:11:39,57.4244,25.9016,37.8,91,2,10.2
392,Verkhniy Rohachyk,UA,2021-09-19 04:11:39,47.2505,34.338,63.99,83,91,8.21
393,Lingyuan,CN,2021-09-19 04:11:40,41.24,119.4011,69.39,50,100,3.29
394,Sokoni,TZ,2021-09-19 04:11:40,-6.4333,39.55,76.06,77,2,12.41
395,Oswego,US,2021-09-19 04:11:40,43.4501,-76.1497,61.52,96,25,3.42
396,Cumpas,MX,2021-09-19 04:11:41,29.9833,-109.7833,80.13,67,5,3.31
397,Port Macquarie,AU,2021-09-19 04:11:42,-31.4333,152.9167,67.96,47,0,10.6
398,Kiruna,SE,2021-09-19 04:11:42,67.8557,20.2251,34.72,93,90,5.75
399,Belaya Gora,RU,2021-09-19 04:11:43,68.5333,146.4167,33.49,65,100,16.04
400,Inta,RU,2021-09-19 04:11:43,66.0317,60.1659,36.77,65,100,19.77
401,Lluta,PE,2021-09-19 04:11:43,-16.0147,-72.0142,49.23,69,98,5.46
402,Kodinsk,RU,2021-09-19 04:11:44,58.6881,99.1844,57.79,62,43,7.25
403,Umm Kaddadah,SD,2021-09-19 04:11:44,13.6017,26.6876,77.97,57,40,9.01
404,Tamiahua,MX,2021-09-19 04:11:45,21.2667,-97.45,77.77,85,100,4.99
405,Camana,PE,2021-09-19 04:11:46,-16.6228,-72.7111,62.13,81,82,6.6
406,Misratah,LY,2021-09-19 04:11:46,32.3754,15.0925,78.71,64,0,13.94
407,The Valley,AI,2021-09-19 04:11:11,18.217,-63.0578,82.09,71,2,14.23
408,Cururupu,BR,2021-09-19 04:11:47,-1.8283,-44.8683,74.89,92,9,4.32
409,Werda,BW,2021-09-19 04:11:48,-25.2667,23.2833,55.47,67,7,14.23
410,Manta,EC,2021-09-19 04:11:48,-0.95,-80.7333,72.0,87,90,12.41
411,Lumeje,AO,2021-09-19 04:11:49,-11.55,20.7833,66.58,68,99,4.65
412,Dakoro,NE,2021-09-19 04:11:49,14.5106,6.765,81.16,64,56,12.03
413,Coos Bay,US,2021-09-19 04:11:50,43.3665,-124.2179,60.85,92,90,12.66
414,Kazerun,IR,2021-09-19 04:11:50,29.6195,51.6541,86.77,17,0,2.75
415,Rafai,CF,2021-09-19 04:11:51,4.95,23.9167,68.41,98,100,1.97
416,Vega De Alatorre,MX,2021-09-19 04:11:51,20.0333,-96.6333,77.88,83,100,7.34
417,Chauk,MM,2021-09-19 04:11:52,20.8833,94.8167,84.61,71,100,8.03
418,Lagoa,PT,2021-09-19 04:11:52,39.05,-27.9833,66.87,63,33,10.33
419,Saint Anthony,US,2021-09-19 04:11:53,45.0205,-93.218,71.53,59,1,8.01
420,Tynda,RU,2021-09-19 04:11:53,55.1667,124.7167,50.5,46,12,8.37
421,North Bend,US,2021-09-19 04:11:54,43.4065,-124.2243,60.71,92,90,12.66
422,Ossora,RU,2021-09-19 04:11:55,59.2353,163.0719,54.64,68,100,4.74
423,Khasan,RU,2021-09-19 04:11:56,42.4308,130.6434,69.71,61,100,8.01
424,Arman,RU,2021-09-19 04:11:56,59.7,150.1667,50.72,78,42,6.58
425,Broome,US,2021-09-19 04:11:57,42.2506,-75.833,61.18,85,1,0.0
426,Port Hardy,CA,2021-09-19 04:11:57,50.6996,-127.4199,52.07,90,95,6.44
427,Osorno,CL,2021-09-19 04:11:58,-40.5667,-73.15,44.91,100,90,0.0
428,Oriximina,BR,2021-09-19 04:11:58,-1.7656,-55.8661,77.47,74,64,2.8
429,Ondjiva,AO,2021-09-19 04:11:59,-17.0667,15.7333,63.23,30,21,8.86
430,Seymchan,RU,2021-09-19 04:11:59,62.8833,152.4333,46.89,81,100,10.13
431,Bandar-E Lengeh,IR,2021-09-19 04:12:00,26.5579,54.8807,89.15,68,6,13.38
432,Kondagaon,IN,2021-09-19 04:12:00,19.6,81.6667,76.35,82,99,1.72
433,Chapais,CA,2021-09-19 04:12:01,49.7834,-74.8492,47.05,69,100,3.27
434,Seoul,KR,2021-09-19 04:10:23,37.5683,126.9778,80.11,48,74,2.39
435,Bealanana,MG,2021-09-19 04:12:02,-14.55,48.7333,63.93,88,99,3.69
436,Touros,BR,2021-09-19 04:12:02,-5.1989,-35.4608,74.3,74,8,16.6
437,Namwala,ZM,2021-09-19 04:12:03,-15.7504,26.4384,64.81,71,6,11.45
438,Sukhobezvodnoye,RU,2021-09-19 04:12:03,57.0491,44.8891,34.11,79,46,3.83
439,Dunhua,CN,2021-09-19 04:12:04,43.3725,128.2425,75.13,41,99,5.1
440,Jalapa,MX,2021-09-19 04:10:08,19.5333,-96.9167,62.76,95,100,3.58
441,Tecoanapa,MX,2021-09-19 04:12:04,16.5167,-98.75,79.5,80,100,2.68
442,Okhotsk,RU,2021-09-19 04:12:05,59.3833,143.3,51.04,62,96,8.9
443,Saint-Francois,FR,2021-09-19 04:12:05,46.4154,3.9054,56.48,94,90,3.44
444,Saint Andrews,US,2021-09-19 04:12:06,34.0454,-81.1293,75.33,82,20,3.44
445,Pangnirtung,CA,2021-09-19 04:12:06,66.1451,-65.7125,32.54,83,100,4.45
446,Chake Chake,TZ,2021-09-19 04:12:07,-5.2459,39.7666,74.25,79,7,5.88
447,Carahue,CL,2021-09-19 04:12:07,-38.7,-73.1667,41.2,97,19,1.99
448,Tamasopo,MX,2021-09-19 04:12:08,21.9333,-99.4833,63.81,96,72,0.76
449,Tombouctou,ML,2021-09-19 04:12:09,20.0,-3.0,88.77,15,0,8.01
450,Gympie,AU,2021-09-19 04:12:09,-26.1898,152.665,83.32,29,4,4.36
451,Vestmannaeyjar,IS,2021-09-19 04:12:09,63.4427,-20.2734,49.77,86,18,21.72
452,Portland,US,2021-09-19 04:11:14,45.5234,-122.6762,59.2,91,75,1.01
453,Andenes,NO,2021-09-19 04:12:10,69.3143,16.1194,49.98,76,90,8.05
454,Khipro,PK,2021-09-19 04:12:11,25.8285,69.3772,90.84,49,100,14.05
455,Sur,OM,2021-09-19 04:12:11,22.5667,59.5289,84.97,62,8,7.96
456,Tunduma,TZ,2021-09-19 04:12:12,-9.3,32.7667,55.74,85,32,3.33
457,Okha,RU,2021-09-19 04:12:12,53.5739,142.9478,51.03,62,77,20.4
458,Kaitangata,NZ,2021-09-19 04:12:13,-46.2817,169.8464,55.56,62,100,5.14
459,Jambusar,IN,2021-09-19 04:12:13,22.05,72.8,80.87,77,89,8.84
460,Khatanga,RU,2021-09-19 04:12:14,71.9667,102.5,37.26,54,8,15.64
461,Sorong,ID,2021-09-19 04:11:17,-0.8833,131.25,83.79,71,89,5.88
462,Cabo San Lucas,MX,2021-09-19 04:11:23,22.8909,-109.9124,83.52,78,44,8.84
463,Aykhal,RU,2021-09-19 04:12:14,66.0,111.5,35.96,58,12,4.65
464,Nemuro,JP,2021-09-19 04:12:15,43.3236,145.575,61.81,84,74,8.19
465,Aswan,EG,2021-09-19 04:12:16,24.0934,32.907,79.12,32,2,7.52
466,Ancud,CL,2021-09-19 04:12:16,-41.8697,-73.8203,39.42,84,19,1.16
467,Enshi,CN,2021-09-19 04:12:17,30.3,109.4833,71.89,94,100,3.87
468,Kiunga,PG,2021-09-19 04:12:17,-6.1219,141.2906,83.82,71,94,4.14
469,Bonfim,BR,2021-09-19 04:12:18,3.0833,-59.95,79.41,74,96,1.99
470,Dwarka,IN,2021-09-19 04:12:18,22.2394,68.9678,82.87,79,100,7.2
471,Catamarca,AR,2021-09-19 04:12:19,-28.4696,-65.7852,74.77,45,96,4.0
472,Srandakan,ID,2021-09-19 04:12:19,-7.9386,110.2506,83.91,64,61,17.11
473,Kaihua,CN,2021-09-19 04:12:20,23.3687,104.28,75.94,69,100,6.15
474,Dawei,MM,2021-09-19 04:12:20,14.0833,98.2,85.95,70,88,5.77
475,Lasa,IT,2021-09-19 04:12:21,46.6166,10.7002,58.03,94,93,2.42
476,Mujiayingzi,CN,2021-09-19 04:12:21,42.1167,118.7833,65.91,44,100,2.37
477,Whittlesea,ZA,2021-09-19 04:12:22,-32.1759,26.8244,50.22,62,80,3.4
478,Wenling,CN,2021-09-19 04:12:22,28.3669,121.36,81.43,75,32,10.4
479,Point Fortin,TT,2021-09-19 04:12:23,10.1833,-61.6833,76.14,81,2,8.43
480,La Ronge,CA,2021-09-19 04:12:23,55.1001,-105.2842,51.67,70,99,8.41
481,Sabang,ID,2021-09-19 04:12:24,5.8933,95.3214,81.93,72,100,13.29
482,Saldanha,ZA,2021-09-19 04:12:24,-33.0117,17.9442,57.76,89,100,19.37
483,Lexington,US,2021-09-19 04:12:25,37.9887,-84.4777,72.99,87,1,3.44
484,George Town,MY,2021-09-19 04:09:45,5.4112,100.3354,83.89,80,20,4.61
485,Porto Novo,BJ,2021-09-19 04:12:26,6.4965,2.6036,75.34,92,79,4.34
486,Reyes,BO,2021-09-19 04:12:26,-14.3167,-67.3833,82.65,47,88,3.33
487,Padrauna,IN,2021-09-19 04:12:27,26.9025,83.9819,86.16,73,5,6.82
488,Virginia Beach,US,2021-09-19 04:12:27,36.8529,-75.978,75.04,92,1,5.75
489,Samastipur,IN,2021-09-19 04:12:28,25.85,85.7833,87.64,67,1,5.59
490,Kedrovyy,RU,2021-09-19 04:12:29,56.1667,91.8167,52.21,60,100,6.06
491,Bariri,BR,2021-09-19 04:12:29,-22.0744,-48.7403,75.0,48,33,5.59
492,Kintinku,TZ,2021-09-19 04:12:30,-5.8833,35.2333,67.44,58,6,3.38
493,Zelenets,RU,2021-09-19 04:12:30,61.8849,50.7489,35.85,69,100,10.29
494,Ilinskoye-Khovanskoye,RU,2021-09-19 04:12:31,56.9718,39.7684,34.93,79,100,6.2
495,Sakakah,SA,2021-09-19 04:12:31,29.9697,40.2064,77.85,31,0,7.34
496,Anadyr,RU,2021-09-19 04:12:31,64.75,177.4833,48.7,76,75,15.66
497,Kusti,SD,2021-09-19 04:12:32,13.1629,32.6635,74.59,82,96,9.66
498,Tsabong,BW,2021-09-19 04:12:33,-26.0217,22.401,59.81,57,7,16.22
499,Kruisfontein,ZA,2021-09-19 04:12:33,-34.0033,24.7314,52.81,68,27,6.71
500,Pedregulho,BR,2021-09-19 04:12:34,-20.2569,-47.4767,74.44,34,99,4.85
501,Aracuai,BR,2021-09-19 04:12:34,-16.8497,-42.0703,68.76,61,43,2.08
502,Kieta,PG,2021-09-19 04:12:35,-6.2167,155.6333,84.38,69,93,6.49
503,Tucurui,BR,2021-09-19 04:12:35,-3.7661,-49.6725,74.16,86,18,4.56
504,Sangar,RU,2021-09-19 04:12:36,63.9242,127.4739,38.86,70,76,17.74
505,Willmar,US,2021-09-19 04:12:36,45.1219,-95.0433,72.48,68,1,9.22
506,Quelimane,MZ,2021-09-19 04:12:37,-17.8786,36.8883,71.91,56,89,8.95
507,Saint Paul,US,2021-09-19 04:09:33,44.9444,-93.0933,72.16,62,1,1.01
508,Buchanan,LR,2021-09-19 04:12:38,5.8808,-10.0467,75.29,92,99,4.43
509,Swan Hill,AU,2021-09-19 04:12:39,-35.3378,143.5544,70.83,23,4,19.82
510,Stykkisholmur,IS,2021-09-19 04:12:39,65.0757,-22.7297,44.1,85,100,2.82
511,San Diego De La Union,MX,2021-09-19 04:12:40,21.4667,-100.8667,57.67,86,12,9.13
512,Bardiyah,LY,2021-09-19 04:12:40,31.7561,25.0865,74.82,86,0,8.81
513,Mezen,RU,2021-09-19 04:12:41,65.8522,44.24,40.26,80,100,6.96
514,Popondetta,PG,2021-09-19 04:12:41,-8.7537,148.2534,75.25,99,100,3.56
515,Rio Grande,BR,2021-09-19 04:12:42,-32.035,-52.0986,62.94,93,60,7.07
516,Huarmey,PE,2021-09-19 04:12:42,-10.0681,-78.1522,61.57,85,76,8.41
517,Pandamatenga,BW,2021-09-19 04:12:43,-18.5278,25.627,65.1,66,2,12.91
518,Necochea,AR,2021-09-19 04:12:43,-38.5473,-58.7368,49.03,87,3,10.11
519,Aripuana,BR,2021-09-19 04:12:44,-9.1667,-60.6333,73.71,87,26,3.0
520,Glendive,US,2021-09-19 04:12:44,47.1053,-104.7125,84.52,21,89,16.37
521,Joigny,FR,2021-09-19 04:12:44,47.9829,3.401,59.02,95,100,9.33
522,Alamos,MX,2021-09-19 04:12:45,27.0167,-108.9333,84.72,79,10,1.05
523,Tiarei,PF,2021-09-19 04:12:45,-17.5333,-149.3333,75.22,79,62,19.46
524,Lundazi,ZM,2021-09-19 04:12:46,-12.2929,33.1782,64.54,72,45,10.27
525,Progreso,MX,2021-09-19 04:12:47,21.2833,-89.6667,81.1,82,92,9.46
526,Riyadh,SA,2021-09-19 04:08:04,24.6877,46.7219,86.05,14,0,5.75
527,Podporozhye,RU,2021-09-19 04:12:47,60.9112,34.1706,37.24,75,100,2.89
528,Kommunar,RU,2021-09-19 04:12:48,59.6206,30.39,36.66,85,100,7.94
529,Cairns,AU,2021-09-19 04:12:48,-16.9167,145.7667,88.07,54,40,19.57
530,Awjilah,LY,2021-09-19 04:12:49,29.1081,21.2869,75.38,41,0,7.96
531,Mogok,MM,2021-09-19 04:12:49,22.9167,96.5,66.6,99,100,2.73
532,Los Zacatones,MX,2021-09-19 04:12:50,22.95,-102.05,64.65,63,65,17.76
533,Visby,SE,2021-09-19 04:12:51,57.6409,18.296,49.95,76,75,8.05
534,Borsec,RO,2021-09-19 04:12:51,46.95,25.5667,45.16,89,68,5.66
535,Buraydah,SA,2021-09-19 04:12:51,26.326,43.975,82.18,18,5,6.6
536,Jiuquan,CN,2021-09-19 04:12:52,39.7432,98.5174,77.25,17,49,19.22
537,Fonte Boa,BR,2021-09-19 04:12:52,-2.4959,-66.2662,72.05,98,42,2.01
538,Akureyri,IS,2021-09-19 04:12:53,65.6835,-18.0878,48.72,83,79,8.75
539,Kindersley,CA,2021-09-19 04:12:53,51.4668,-109.1682,64.49,38,100,9.64
540,Lazaro Cardenas,MX,2021-09-19 04:12:54,17.9583,-102.2,78.48,87,100,3.51
541,Maniitsoq,GL,2021-09-19 04:12:54,65.4167,-52.9,34.75,50,4,7.81
542,Sisimiut,GL,2021-09-19 04:12:55,66.9395,-53.6735,31.48,51,97,8.99
543,Richards Bay,ZA,2021-09-19 04:12:55,-28.783,32.0377,57.97,75,0,11.12
544,Olga,RU,2021-09-19 04:12:56,43.7444,135.2892,68.38,47,81,10.07
545,Mama,RU,2021-09-19 04:12:56,58.3106,112.8986,57.16,46,78,5.75
546,Nome,US,2021-09-19 04:12:39,64.5011,-165.4064,46.47,76,90,14.97
547,Christchurch,NZ,2021-09-19 04:08:34,-43.5333,172.6333,62.8,41,96,1.01
548,Galle,LK,2021-09-19 04:10:01,6.0367,80.217,83.39,75,99,8.55
549,Sao Joao Da Barra,BR,2021-09-19 04:12:57,-21.6403,-41.0511,72.61,89,7,4.72
550,Dzaoudzi,YT,2021-09-19 04:12:58,-12.7887,45.2699,78.69,73,90,20.71
551,Alakurtti,RU,2021-09-19 04:12:58,66.9672,30.3491,37.63,73,99,2.01
552,Superior,US,2021-09-19 04:12:59,46.7208,-92.1041,65.37,76,90,0.0
553,Venado Tuerto,AR,2021-09-19 04:12:59,-33.7456,-61.9688,56.77,78,0,10.42
554,Atikokan,CA,2021-09-19 04:13:00,48.7555,-91.6216,55.9,61,3,10.51
555,Shenjiamen,CN,2021-09-19 04:13:00,29.9576,122.298,77.41,79,64,14.61
556,Kelowna,CA,2021-09-19 04:10:01,49.8831,-119.4857,53.28,82,58,3.89
557,Plainview,US,2021-09-19 04:13:01,40.7765,-73.4673,76.75,81,20,1.01
558,Sovetskiy,RU,2021-09-19 04:13:02,61.3614,63.5842,32.97,92,100,14.63
559,Rio Rancho,US,2021-09-19 04:12:31,35.2334,-106.6645,80.74,34,40,1.99
560,Metro,ID,2021-09-19 04:13:03,-5.1131,105.3067,86.7,59,93,6.06
561,Khanpur,PK,2021-09-19 04:13:03,28.6453,70.6567,98.06,37,1,9.28
562,Karymskoye,RU,2021-09-19 04:13:04,51.6167,114.35,58.6,58,15,6.82
563,Carutapera,BR,2021-09-19 04:13:04,-1.195,-46.02,77.52,82,5,6.22
564,Cayenne,GF,2021-09-19 04:13:05,4.9333,-52.3333,83.08,80,20,3.0
565,De Aar,ZA,2021-09-19 04:13:05,-30.6497,24.0123,56.26,22,100,6.51
566,Salinopolis,BR,2021-09-19 04:13:06,-0.6136,-47.3561,78.28,84,7,9.8
567,La Paz,BO,2021-09-19 04:13:06,-16.5,-68.15,46.38,61,75,9.22
568,Atar,MR,2021-09-19 04:13:07,20.5169,-13.0499,82.02,41,77,8.14
569,Breytovo,RU,2021-09-19 04:13:08,58.2993,37.8617,39.7,73,99,9.44
570,Nanning,CN,2021-09-19 04:13:08,22.8167,108.3167,87.6,68,32,8.43
571,Spruce Grove,CA,2021-09-19 04:13:09,53.5334,-113.9187,51.94,76,90,3.44
572,Bytow,PL,2021-09-19 04:13:09,54.1706,17.4919,51.91,75,59,7.2
