City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
144,Marataizes,BR,2021-09-19 04:09:33,-21.0433,-40.8244,71.04,83,4,3.71
145,Saskylakh,RU,2021-09-19 04:09:33,71.9167,114.0833,31.84,82,50,3.91
146,Adrar,MR,2021-09-19 04:09:34,20.5022,-10.0711,83.17,34,43,12.46
147,Luderitz,NA,2021-09-19 04:09:34,-26.6481,15.1594,51.58,89,35,2.93
148,Chokurdakh,RU,2021-09-19 04:09:35,70.6333,147.9167,36.34,51,84,8.79
149,Klaksvik,FO,2021-09-19 04:06:12,62.2266,-6.589,54.52,89,100,20.92
150,Dutlwe,BW,2021-09-19 04:09:36,-23.9833,23.9,49.69,84,13,1.74
151,Warrnambool,AU,2021-09-19 04:09:36,-38.3833,142.4833,59.81,81,100,25.72
152,Hajnowka,PL,2021-09-19 04:09:37,52.7433,23.5812,44.02,90,100,3.0
153,Camiri,BO,2021-09-19 04:09:37,-20.05,-63.5167,74.82,50,9,4.76
154,Campos Gerais,BR,2021-09-19 04:09:38,-21.235,-45.7586,73.78,54,79,6.87
155,Vao,NC,2021-09-19 04:09:38,-22.6667,167.4833,68.88,60,99,17.13
156,Salalah,OM,2021-09-19 04:09:39,17.0151,54.0924,82.49,83,75,3.44
157,Roald,NO,2021-09-19 04:09:39,62.5833,6.1333,55.33,82,90,6.91
158,Port Hawkesbury,CA,2021-09-19 04:07:03,45.6169,-61.3485,68.0,99,100,1.01
159,Dutse,NG,2021-09-19 04:09:40,11.7594,9.3392,74.32,77,47,9.98
160,Cawayan,PH,2021-09-19 04:09:41,9.9718,122.6249,84.74,68,49,5.75
161,Vilyuysk,RU,2021-09-19 04:09:41,63.7553,121.6247,41.56,50,99,10.69
162,Oistins,BB,2021-09-19 04:09:42,13.0667,-59.5333,80.28,74,45,6.51
163,Haines Junction,CA,2021-09-19 04:09:42,60.7522,-137.5108,44.06,75,100,1.9
164,Yulara,AU,2021-09-19 04:09:43,-25.2406,130.9889,83.1,27,0,10.2
165,Saint-Louis,SN,2021-09-19 04:09:43,16.3333,-15.0,83.14,69,100,10.2
166,Namtsy,RU,2021-09-19 04:09:43,62.7161,129.6658,42.91,73,100,17.43
167,Carnarvon,AU,2021-09-19 04:09:44,-24.8667,113.6333,69.87,60,0,20.71
168,Gao,ML,2021-09-19 04:09:44,16.6362,1.637,87.82,42,1,15.97
169,Batsfjord,NO,2021-09-19 04:09:45,70.6345,29.7185,39.99,79,2,18.59
170,Tuktoyaktuk,CA,2021-09-19 04:09:45,69.4541,-133.0374,43.56,79,100,7.76
171,Kamuli,UG,2021-09-19 04:09:46,0.9472,33.1197,63.84,98,100,2.28
172,Tansen,NP,2021-09-19 04:09:46,27.8673,83.5467,72.9,80,53,1.86
173,Mwanza,TZ,2021-09-19 04:09:47,-2.5167,32.9,70.88,70,91,5.01
174,Yamada,JP,2021-09-19 04:09:47,39.4667,141.95,74.41,59,52,7.58
175,Suwannaphum,TH,2021-09-19 04:09:48,15.6035,103.8021,88.38,63,60,4.94
176,Ubinskoye,RU,2021-09-19 04:09:48,55.3068,79.6802,44.06,89,100,14.88
177,Lagos,NG,2021-09-19 04:06:32,6.5833,3.75,75.67,93,90,2.84
178,Karratha,AU,2021-09-19 04:09:49,-20.7377,116.8463,89.29,18,6,8.39
179,Portlethen,GB,2021-09-19 04:09:50,57.0547,-2.1307,58.77,99,90,1.99
180,Santa Catarina De Tepehuanes,MX,2021-09-19 04:09:50,25.35,-105.7333,64.47,49,29,4.41
181,Duekoue,CI,2021-09-19 04:09:51,6.7472,-7.3496,69.69,100,73,1.9
182,Byron Bay,AU,2021-09-19 04:09:51,-28.65,153.6167,77.11,68,63,11.1
183,Praya,CV,2021-09-19 04:09:52,14.9215,-23.5087,77.54,94,75,2.3
184,Cerro Largo,BR,2021-09-19 04:09:52,-28.1486,-54.7381,66.29,96,51,6.33
185,Yaring,TH,2021-09-19 04:09:53,6.8662,101.3689,86.23,64,93,11.39
186,Geraldton,AU,2021-09-19 04:09:53,-28.7667,114.6,72.01,40,6,12.66
187,Chicama,PE,2021-09-19 04:09:54,-7.8447,-79.1469,62.53,84,49,6.44
188,Tasiilaq,GL,2021-09-19 04:09:55,65.6145,-37.6368,35.76,65,100,5.26
189,Muisne,EC,2021-09-19 04:09:55,0.6,-80.0333,74.75,89,100,10.76
190,Hithadhoo,MV,2021-09-19 04:09:56,-0.6,73.0833,83.34,72,76,5.86
191,Bathsheba,BB,2021-09-19 04:09:56,13.2167,-59.5167,80.6,77,53,6.33
192,Cozumel,MX,2021-09-19 04:09:57,20.5083,-86.9458,80.58,89,20,2.3
193,Bredasdorp,ZA,2021-09-19 04:09:57,-34.5322,20.0403,46.27,93,2,5.79
194,Taltal,CL,2021-09-19 04:09:57,-25.4,-70.4833,56.44,84,100,2.44
195,Terney,RU,2021-09-19 04:09:58,45.0503,136.6092,67.35,33,46,4.88
196,Port Elizabeth,ZA,2021-09-19 04:09:59,-33.918,25.5701,55.56,76,34,8.52
197,Sabzevar,IR,2021-09-19 04:10:00,36.2126,57.6819,74.46,45,0,9.42
198,San Patricio,US,2021-09-19 04:10:00,28.017,-97.5169,82.85,70,0,5.57
199,Smila,UA,2021-09-19 04:10:01,49.2224,31.8871,51.4,93,8,5.48
200,Hami,CN,2021-09-19 04:10:04,42.8,93.45,80.62,16,1,4.7
201,Canatlan,MX,2021-09-19 04:10:04,24.5167,-104.7833,66.9,43,80,8.99
202,Ewa Beach,US,2021-09-19 04:10:05,21.3156,-158.0072,82.35,57,1,10.36
203,Airai,TL,2021-09-19 04:10:05,-8.9266,125.4092,75.96,44,29,6.51
204,Kununurra,AU,2021-09-19 04:08:36,-15.7667,128.7333,94.98,34,54,12.66
205,Port Lincoln,AU,2021-09-19 04:10:07,-34.7333,135.8667,64.83,46,18,25.75
206,Jacareacanga,BR,2021-09-19 04:10:08,-6.2222,-57.7528,71.76,93,28,0.72
207,Jumla,NP,2021-09-19 04:10:08,29.2747,82.1838,72.07,68,0,4.92
208,Konibodom,TJ,2021-09-19 04:10:09,40.2843,70.4426,78.57,12,0,10.13
209,Souillac,MU,2021-09-19 04:10:09,-20.5167,57.5167,71.37,77,81,14.29
210,Pontianak,ID,2021-09-19 04:10:10,-0.0333,109.3333,84.18,74,75,6.91
211,Acapulco,MX,2021-09-19 04:10:10,16.8634,-99.8901,78.33,85,100,3.2
212,Pacific Grove,US,2021-09-19 04:10:08,36.6177,-121.9166,64.76,90,90,3.0
213,Behshahr,IR,2021-09-19 04:10:11,36.6923,53.5526,73.94,69,0,4.76
214,Cadca,SK,2021-09-19 04:10:12,49.435,18.789,52.05,96,100,3.83
215,Santa Rosa,PH,2021-09-19 04:07:32,14.3122,121.1114,82.38,86,100,11.03
216,Impfondo,CG,2021-09-19 04:10:12,1.6381,18.0667,69.26,92,100,1.36
217,Valparaiso,CL,2021-09-19 04:09:22,-33.0393,-71.6273,49.64,87,0,2.3
218,Lebu,CL,2021-09-19 04:10:14,-37.6167,-73.65,47.03,82,4,10.38
219,Botro,CI,2021-09-19 04:10:14,7.8525,-5.3106,70.21,99,51,4.38
220,Guerrero Negro,MX,2021-09-19 04:10:15,27.9769,-114.0611,69.24,82,7,17.49
221,Auki,SB,2021-09-19 04:10:15,-8.7676,160.7034,83.88,71,50,7.78
222,Cheyenne,US,2021-09-19 04:10:08,41.14,-104.8203,72.07,34,1,4.61
223,Washington,US,2021-09-19 04:06:06,47.5001,-120.5015,53.92,62,56,4.85
224,Sitka,US,2021-09-19 04:10:16,57.0531,-135.33,51.69,87,90,6.91
225,Marovoay,MG,2021-09-19 04:10:17,-16.1,46.6333,77.14,65,10,7.18
226,Vanavara,RU,2021-09-19 04:10:17,60.34,102.2797,54.86,83,100,7.27
227,Valley,US,2021-09-19 04:10:18,45.1277,-116.1262,43.41,79,99,5.84
228,Hofn,IS,2021-09-19 04:10:18,64.2539,-15.2082,51.39,90,58,17.49
229,Bambous Virieux,MU,2021-09-19 04:10:19,-20.3428,57.7575,71.22,77,54,16.6
230,Pimentel,PE,2021-09-19 04:10:19,-6.8367,-79.9342,62.85,82,56,13.22
231,Bastia,FR,2021-09-19 04:10:20,42.6667,9.3333,71.4,82,0,5.75
232,Bhadra,IN,2021-09-19 04:10:20,29.1167,75.1667,86.25,60,1,8.84
233,Pedernales,DO,2021-09-19 04:10:21,18.0384,-71.744,81.18,74,4,3.98
234,Pavilosta,LV,2021-09-19 04:10:21,56.8879,21.1859,46.35,82,0,16.6
235,Touba,CI,2021-09-19 04:10:22,8.2833,-7.6833,68.61,98,18,2.95
236,Georgetown,MY,2021-09-19 04:08:24,5.4112,100.3354,83.89,80,20,4.61
237,Thyboron,DK,2021-09-19 04:10:23,56.6985,8.2124,52.21,74,100,14.65
238,Thurso,GB,2021-09-19 04:10:23,58.5927,-3.5259,57.15,97,82,10.94
239,Chongwe,ZM,2021-09-19 04:10:24,-15.3292,28.682,60.35,80,76,10.11
240,Itarema,BR,2021-09-19 04:10:24,-2.9248,-39.9167,78.03,80,8,17.45
241,San Jose,US,2021-09-19 04:08:08,37.3394,-121.895,66.11,78,20,6.91
242,Verkhnyaya Toyma,RU,2021-09-19 04:10:25,62.2349,44.9985,38.95,68,99,6.82
243,Bangassou,CF,2021-09-19 04:10:25,4.7413,22.8184,69.94,95,100,0.07
244,Henties Bay,NA,2021-09-19 04:10:26,-22.116,14.2845,50.86,93,0,6.64
245,Aljezur,PT,2021-09-19 04:10:26,37.3191,-8.8033,59.61,82,0,10.51
246,Dingle,PH,2021-09-19 04:10:27,10.9995,122.6711,85.91,72,27,2.39
247,Wanning,CN,2021-09-19 04:10:28,18.8003,110.3967,86.77,72,23,6.91
248,Honiara,SB,2021-09-19 04:10:28,-9.4333,159.95,86.29,69,25,11.34
249,Cherskiy,RU,2021-09-19 04:10:29,68.75,161.3,35.01,55,19,12.91
250,Kindu,CD,2021-09-19 04:10:29,-2.95,25.95,68.04,99,100,2.89
251,Bilibino,RU,2021-09-19 04:10:30,68.0546,166.4372,28.27,72,36,5.99
252,Iberia,US,2021-09-19 04:10:30,29.9502,-91.7507,78.87,94,1,0.0
253,Labuhan,ID,2021-09-19 04:10:31,-6.8844,112.2051,88.23,56,27,8.79
254,Narasannapeta,IN,2021-09-19 04:10:31,18.4167,84.05,84.54,72,99,2.3
255,Luganville,VU,2021-09-19 04:10:32,-15.5333,167.1667,79.39,82,49,13.47
256,Kargasok,RU,2021-09-19 04:10:32,59.0556,80.8572,44.22,72,100,10.4
257,Vardo,NO,2021-09-19 04:10:33,70.3705,31.1107,43.74,75,4,21.43
258,Bundaberg,AU,2021-09-19 04:10:33,-24.85,152.35,79.09,47,2,14.97
259,Vila,PT,2021-09-19 04:10:34,42.0304,-8.1588,49.33,92,17,4.21
260,Swellendam,ZA,2021-09-19 04:10:34,-34.0226,20.4417,51.06,69,24,2.62
261,Havre-Saint-Pierre,CA,2021-09-19 04:10:34,50.2334,-63.5986,51.48,78,71,8.59
262,Kavieng,PG,2021-09-19 04:10:35,-2.5744,150.7967,84.2,72,24,12.97
263,Longkou,CN,2021-09-19 04:10:35,37.6508,120.3286,69.06,80,100,17.47
264,Matara,LK,2021-09-19 04:10:36,5.9485,80.5353,85.68,68,99,8.25
265,Husavik,IS,2021-09-19 04:10:36,66.0449,-17.3389,48.29,81,55,10.54
266,Nelson Bay,AU,2021-09-19 04:10:37,-32.7167,152.15,77.29,38,0,1.01
267,Tula,RU,2021-09-19 04:07:32,54.2044,37.6111,41.25,92,100,17.22
268,Yerbogachen,RU,2021-09-19 04:10:38,61.2767,108.0108,53.62,46,100,10.45
269,Monastyrshchina,RU,2021-09-19 04:10:38,54.3496,31.838,42.53,94,100,17.54
270,Palana,RU,2021-09-19 04:10:39,59.1167,159.9667,54.54,46,100,3.58
271,Braganca,BR,2021-09-19 04:10:40,-1.0536,-46.7656,73.38,92,7,1.9
272,Sembe,CG,2021-09-19 04:10:40,1.6481,14.5806,69.55,98,100,2.08
273,Syracuse,IT,2021-09-19 04:10:40,37.0881,15.2792,78.89,63,4,5.26
274,Dombarovskiy,RU,2021-09-19 04:10:41,50.7587,59.5386,41.41,63,7,15.99
275,Port-Gentil,GA,2021-09-19 04:10:41,-0.7193,8.7815,76.96,80,99,10.47
276,Opuwo,NA,2021-09-19 04:10:42,-18.0607,13.84,61.36,30,2,0.22
277,Panjab,AF,2021-09-19 04:10:42,34.388,67.0233,63.01,10,14,0.83
278,Ruston,US,2021-09-19 04:08:50,32.5232,-92.6379,77.9,94,90,3.44
279,Bogorodskoye,RU,2021-09-19 04:10:43,56.55,37.8833,37.31,78,100,9.84
280,Puerto Escondido,MX,2021-09-19 04:10:44,15.85,-97.0667,79.75,86,100,3.6
281,Banjarmasin,ID,2021-09-19 04:10:44,-3.3244,114.591,89.74,46,46,6.69
282,Shingu,JP,2021-09-19 04:10:45,33.7333,135.9833,82.9,68,88,5.59
283,Fairbanks,US,2021-09-19 04:08:37,64.8378,-147.7164,41.59,58,40,10.36
284,Dukat,RU,2021-09-19 04:10:45,62.55,155.55,42.22,92,100,6.73
285,Nouadhibou,MR,2021-09-19 04:10:46,20.931,-17.0347,74.86,81,93,8.46
286,Bartica,GY,2021-09-19 04:10:47,6.4,-58.6167,75.52,92,95,0.51
287,Erzin,TR,2021-09-19 04:10:47,36.9559,36.2,66.92,64,0,2.01
288,Tucuman,AR,2021-09-19 04:10:48,-26.8241,-65.2226,70.75,44,95,1.83
289,Lisakovsk,KZ,2021-09-19 04:10:48,52.5369,62.4936,41.67,61,56,15.26
290,Brooks,CA,2021-09-19 04:10:49,50.5834,-111.8851,59.04,45,100,17.92
291,Atbasar,KZ,2021-09-19 04:10:49,51.8,68.3333,42.82,63,47,14.45
292,Kushiro,JP,2021-09-19 04:10:50,42.975,144.3747,68.65,72,3,11.14
293,Katangli,RU,2021-09-19 04:10:51,51.7102,143.2326,54.95,46,72,16.13
294,Ostrovnoy,RU,2021-09-19 04:10:51,68.0531,39.5131,37.98,76,8,2.26
